ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,PNACOE,VIVTOT,PROM_OCUP,PRO_OCUP_C,VPH_PC
02,Baja California,001,Ensenada,0001,Ensenada,0134,037,122,12,7,*,9.33,1.96,44,49,3.05,1.34,16
02,Baja California,001,Ensenada,0001,Ensenada,0134,038,113,4,11,*,8.58,1.78,39,43,2.90,1.30,14
02,Baja California,001,Ensenada,0001,Ensenada,0134,039,146,7,11,*,9.61,1.86,51,58,2.92,1.36,12
02,Baja California,001,Ensenada,0001,Ensenada,0134,040,156,14,17,*,9.27,1.96,58,60,3.06,1.41,16
02,Baja California,001,Ensenada,0001,Ensenada,0134,041,31,0,3,*,9.20,1.73,15,14,2.38,0.97,5
02,Baja California,001,Ensenada,0001,Ensenada,0134,042,127,9,7,*,8.82,1.76,49,44,3.10,1.38,14
02,Baja California,001,Ensenada,0001,Ensenada,0134,043,133,6,7,5,8.51,1.76,50,56,2.89,1.32,18
02,Baja California,001,Ensenada,0001,Ensenada,0134,044,60,*,4,*,9.56,1.45,27,30,2.73,0.92,7
02,Baja California,001,Ensenada,0001,Ensenada,0134,045,361,27,27,8,9.59,1.88,131,113,3.34,1.17,36
02,Baja California,001,Ensenada,0001,Ensenada,0134,046,2,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0149,000,61,3,*,8,10.15,2.33,42,31,2.77,0.63,8
02,Baja California,001,Ensenada,0001,Ensenada,0149,001,10,*,0,0,9.44,3.25,7,3,3.33,0.59,*
02,Baja California,001,Ensenada,0001,Ensenada,0149,002,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,003,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,004,17,*,*,*,11.23,2.60,13,7,4.25,0.94,*
02,Baja California,001,Ensenada,0001,Ensenada,0149,005,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,006,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,007,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,008,2,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0149,009,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,010,10,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0149,011,2,*,*,*,*,*,*,5,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0149,012,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,013,9,0,0,*,8.78,6.50,8,4,2.25,0.50,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,014,2,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0149,015,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,016,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0149,800,9,0,0,*,10.63,1.60,6,4,2.25,0.64,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0153,000,24,0,*,*,9.16,2.29,5,31,2.40,0.73,5
02,Baja California,001,Ensenada,0001,Ensenada,0153,001,1,*,*,*,*,*,*,4,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0153,002,0,0,0,0,0,0,0,4,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0153,003,7,*,*,*,*,*,*,7,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0153,004,5,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0153,005,0,0,0,0,0,0,0,3,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0153,006,1,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0153,007,2,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0153,008,5,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0153,009,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0153,800,3,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0168,000,723,31,38,51,8.84,2.26,275,264,3.32,0.96,78
02,Baja California,001,Ensenada,0001,Ensenada,0168,001,5,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,002,21,*,*,*,9.56,2,3,5,4.20,1.24,5
02,Baja California,001,Ensenada,0001,Ensenada,0168,003,17,*,0,*,9.77,3,11,7,2.83,0.71,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,004,4,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,005,29,*,*,5,6.81,3.70,10,9,3.22,0.94,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,006,20,*,*,*,10.40,2.71,3,5,4,1,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,007,12,0,0,0,7.73,2.25,6,5,3,1,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,008,26,*,0,0,8.90,2.30,12,9,3.25,0.93,4
02,Baja California,001,Ensenada,0001,Ensenada,0168,009,17,*,0,0,9.46,1.88,9,6,2.83,1.13,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,010,45,*,3,*,9.16,1.67,10,13,3.75,1.10,6
02,Baja California,001,Ensenada,0001,Ensenada,0168,011,8,0,0,*,8.13,1,4,6,1.60,0.57,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,012,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,013,2,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,014,27,*,0,0,9,2,5,11,3.38,0.90,5
02,Baja California,001,Ensenada,0001,Ensenada,0168,015,10,0,0,*,9.50,1,3,6,2.50,0.71,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,016,10,*,*,*,9.29,3.75,7,3,3.33,1.11,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,017,7,0,*,*,9.25,2.33,*,5,2.33,0.64,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,018,17,0,*,*,10.69,1.83,7,7,2.83,0.65,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,019,30,*,*,0,9.58,1.80,10,7,5,1.25,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,020,25,*,*,*,11,2.20,13,12,2.78,0.86,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,021,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,022,11,0,0,*,8.40,2.83,*,4,3.67,0.92,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,023,24,*,*,*,9.33,1.78,8,8,3,1.04,3
02,Baja California,001,Ensenada,0001,Ensenada,0168,024,38,0,4,*,9.29,1.77,8,14,3.45,0.93,4
02,Baja California,001,Ensenada,0001,Ensenada,0168,025,27,*,*,*,7.38,2.60,14,10,2.70,0.82,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,026,14,*,*,0,9,1.80,8,5,3.50,1,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,027,21,*,*,5,8.36,2.50,10,9,3,1.17,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,028,5,0,0,0,7.40,3,4,9,1.67,0.56,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,029,11,*,0,0,11.14,2,3,4,2.75,0.61,4
02,Baja California,001,Ensenada,0001,Ensenada,0168,030,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,031,7,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,032,19,*,*,*,8.44,2.67,4,6,3.17,1.12,3
02,Baja California,001,Ensenada,0001,Ensenada,0168,033,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,034,17,0,*,3,7.54,2.71,14,6,3.40,1.06,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,035,27,3,*,*,7.84,2.44,7,6,5.40,1.29,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,036,26,*,3,*,8.73,1.64,9,8,3.71,1.08,3
02,Baja California,001,Ensenada,0001,Ensenada,0168,037,26,*,*,3,7.76,3.50,12,10,3.71,1.13,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,038,14,0,0,4,9,3.60,6,4,3.50,0.88,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,039,26,*,*,*,7.67,1.50,16,6,4.33,1.24,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,040,1,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,041,4,*,*,*,*,*,*,5,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,042,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0168,043,7,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,044,10,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,045,10,0,0,*,8.10,3.60,*,4,2.50,0.71,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,046,16,0,*,0,11.25,1.83,7,5,3.20,0.80,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,047,24,*,*,0,8.37,1.50,12,6,4.80,1.41,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,048,6,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0168,800,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0172,000,757,41,37,56,9.19,2.10,273,267,3.22,0.94,91
02,Baja California,001,Ensenada,0001,Ensenada,0172,001,10,0,0,*,9,2.50,3,5,2,0.59,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,002,8,*,0,*,8.33,3,3,6,1.60,0.53,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,003,14,*,0,0,9.50,2,5,5,3.50,1.27,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,004,31,3,0,3,8.26,2.30,9,10,3.44,0.97,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,005,6,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,006,22,*,*,5,6.73,2.38,7,7,3.67,1.57,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,007,15,*,*,*,10.45,3.14,8,6,3,0.83,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,008,4,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,009,2,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,010,23,*,*,0,10.07,1.70,6,5,4.60,1.28,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,011,22,*,*,*,9.80,2.50,12,14,2.44,0.79,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,012,9,*,0,*,8.88,0.50,3,8,1.80,0.75,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,013,24,*,0,0,10.24,1.21,4,7,4.80,1.09,5
02,Baja California,001,Ensenada,0001,Ensenada,0172,014,16,0,0,3,9.86,3.75,7,6,3.20,0.89,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,015,10,0,0,*,9.44,1.50,*,3,3.33,0.77,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,016,18,0,*,0,10.31,1.33,*,6,3.60,1.13,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,017,13,*,*,*,8.22,4.75,5,4,3.25,1,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,018,20,*,*,*,9.47,1.75,3,9,4,1.11,4
02,Baja California,001,Ensenada,0001,Ensenada,0172,019,21,*,*,*,8,1.56,5,5,4.20,1.17,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,020,15,0,*,*,9.36,1.57,8,5,3,0.75,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,021,14,*,0,0,11,1.33,5,5,3.50,0.74,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,022,22,0,0,4,8.95,2.10,11,10,2.44,0.56,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,023,9,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,024,16,0,0,0,11,1.78,10,6,3.20,0.80,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,025,37,*,*,*,9.33,1.42,10,9,4.11,1.28,7
02,Baja California,001,Ensenada,0001,Ensenada,0172,026,28,0,3,3,6.18,3.64,15,8,3.50,0.88,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,027,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,028,17,*,0,*,9.83,3.75,6,5,4.25,1.13,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,029,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,030,22,*,3,*,9.60,1.67,5,8,3.67,0.92,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,031,20,*,0,*,8.81,2.50,7,6,3.33,0.80,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,032,42,*,*,*,9.17,1.16,14,12,3.82,1.20,4
02,Baja California,001,Ensenada,0001,Ensenada,0172,033,23,*,*,3,8.78,3.57,10,9,2.56,0.77,4
02,Baja California,001,Ensenada,0001,Ensenada,0172,034,9,*,*,0,11.20,1.67,*,3,3,0.90,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,035,18,*,0,*,8.14,1.63,12,6,3,1,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,036,12,0,*,*,8.86,1.80,7,3,4,2.40,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,037,16,*,0,*,8.15,1.80,7,7,2.67,0.62,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,038,27,*,*,3,9.67,1.50,10,11,2.45,0.87,4
02,Baja California,001,Ensenada,0001,Ensenada,0172,039,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,040,15,0,*,0,9.17,2.43,6,5,3,0.71,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,041,10,*,3,0,12,2,4,3,3.33,0.91,3
02,Baja California,001,Ensenada,0001,Ensenada,0172,042,23,*,*,0,9.81,2.50,7,9,2.88,0.92,4
02,Baja California,001,Ensenada,0001,Ensenada,0172,043,5,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,044,16,0,0,0,10.54,1.67,12,6,2.67,0.76,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,045,3,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,046,2,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,047,13,0,*,0,10.64,1.40,*,4,3.25,1.30,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,048,8,0,*,*,8.20,2,*,4,2.67,1.14,0
02,Baja California,001,Ensenada,0001,Ensenada,0172,049,21,*,*,*,8.20,3.71,10,5,4.20,1.50,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,050,6,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0172,800,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0187,000,624,35,43,29,9.51,2.12,196,223,3.39,1.03,57
02,Baja California,001,Ensenada,0001,Ensenada,0187,001,30,*,4,*,9.32,2.18,13,12,3.33,0.91,3
02,Baja California,001,Ensenada,0001,Ensenada,0187,002,18,0,*,*,10.15,2,5,5,3.60,1.13,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,003,21,0,3,0,10.14,1.88,4,6,3.50,0.91,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,004,6,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,005,29,*,3,*,10.05,2.89,5,9,4.14,1.04,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,006,7,*,*,*,*,*,*,6,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,007,21,*,0,0,9.06,2.29,7,6,5.25,1.40,0
02,Baja California,001,Ensenada,0001,Ensenada,0187,008,25,*,*,*,9.41,1.85,5,8,3.57,1.04,4
02,Baja California,001,Ensenada,0001,Ensenada,0187,009,11,0,*,*,9.75,2.75,*,3,3.67,1.10,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,010,18,0,*,*,9.80,1.50,4,6,3.60,0.95,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,011,26,3,0,0,9.83,1.69,12,6,5.20,1.44,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,012,32,*,0,*,8.61,3,10,15,3.20,1.10,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,013,23,*,*,*,11.27,2.55,10,13,2.88,1,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,014,20,0,0,*,8.75,1.22,8,6,3.33,1.05,3
02,Baja California,001,Ensenada,0001,Ensenada,0187,015,3,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,016,6,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,017,15,0,*,0,9.85,1.14,6,5,3,0.88,3
02,Baja California,001,Ensenada,0001,Ensenada,0187,018,132,7,9,6,9.99,1.84,43,46,3.05,0.89,16
02,Baja California,001,Ensenada,0001,Ensenada,0187,019,4,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,020,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0187,021,24,3,*,4,7.74,3.36,9,12,2.18,0.86,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,022,20,3,0,0,9.86,1,5,7,2.86,0.87,3
02,Baja California,001,Ensenada,0001,Ensenada,0187,023,9,0,0,0,8.57,1.40,5,6,2.25,1.29,0
02,Baja California,001,Ensenada,0001,Ensenada,0187,024,72,5,9,*,9.36,2.76,25,22,3.79,1.13,3
02,Baja California,001,Ensenada,0001,Ensenada,0187,025,4,*,*,*,*,*,*,1,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,026,35,*,4,*,7.90,2.78,6,10,3.89,1.46,3
02,Baja California,001,Ensenada,0001,Ensenada,0187,027,13,3,0,0,9.43,2.33,*,3,4.33,1.63,*
02,Baja California,001,Ensenada,0001,Ensenada,0187,800,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0191,000,98,8,6,13,8.25,3.11,53,92,2.80,0.80,7
02,Baja California,001,Ensenada,0001,Ensenada,0191,001,6,*,*,*,*,*,*,4,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,002,17,3,*,*,7.50,2.50,8,8,2.83,0.74,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,003,25,*,0,6,9.62,3.50,17,20,2.27,0.66,3
02,Baja California,001,Ensenada,0001,Ensenada,0191,004,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,005,0,0,0,0,0,0,0,4,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,006,4,*,*,*,*,*,*,7,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,007,22,0,*,*,6.15,3,15,10,3.14,0.96,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,008,0,0,0,0,0,0,0,3,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,009,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,010,1,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,011,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,012,4,*,*,*,*,*,*,9,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,013,2,*,*,*,*,*,*,2,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,014,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,015,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,016,0,0,0,0,0,0,0,4,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,017,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,018,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,019,10,*,*,*,10.60,3,*,4,3.33,1.25,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,020,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,021,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,022,7,*,*,*,*,*,*,3,*,*,*
02,Baja California,001,Ensenada,0001,Ensenada,0191,023,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,024,0,0,0,0,0,0,0,1,0,0,0
02,Baja California,001,Ensenada,0001,Ensenada,0191,800,0,0,0,0,0,0,0,2,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0204,000,877,63,73,5,10.42,1.68,366,370,3.13,1.06,87
02,Baja California,001,Ensenada,0001,Ensenada,0204,001,87,10,4,0,9.81,1.70,42,30,3.22,1.10,10
02,Baja California,001,Ensenada,0001,Ensenada,0204,002,223,14,21,0,10.30,1.74,96,84,3.19,1.10,23
02,Baja California,001,Ensenada,0001,Ensenada,0204,003,78,5,6,*,9.95,1.77,42,27,3,1.03,7
02,Baja California,001,Ensenada,0001,Ensenada,0204,004,183,11,15,*,11.20,1.54,52,62,3.21,1.06,20
02,Baja California,001,Ensenada,0001,Ensenada,0204,005,75,4,6,*,12.07,1.36,26,32,2.68,0.94,7
02,Baja California,001,Ensenada,0001,Ensenada,0204,006,98,10,8,*,10.28,1.82,43,34,3.16,1.03,8
02,Baja California,001,Ensenada,0001,Ensenada,0204,007,25,*,*,0,10.31,1.25,12,14,2.50,0.83,5
02,Baja California,001,Ensenada,0001,Ensenada,0204,008,43,*,6,0,7.63,1.75,22,14,3.31,1.10,*
02,Baja California,001,Ensenada,0001,Ensenada,0204,009,34,3,*,0,9.91,2,17,12,3.09,1.03,3
02,Baja California,001,Ensenada,0001,Ensenada,0204,010,31,3,4,0,9.88,2,14,61,4.43,1.55,*
02,Baja California,001,Ensenada,0001,Ensenada,0204,800,0,0,0,0,0,0,0,0,0,0,0
02,Baja California,001,Ensenada,0001,Total AGEB urbana,0435,000,3798,122,135,377,10.87,1.95,1227,1382,3.10,0.79,709
02,Baja California,001,Ensenada,0001,Ensenada,0435,001,48,*,*,4,9.81,1.90,15,13,4,0.96,6
02,Baja California,001,Ensenada,0001,Ensenada,0435,003,52,*,4,*,10.74,1.82,12,17,3.71,0.87,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,004,24,0,*,6,11.82,1.91,8,11,3,0.49,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,006,66,*,*,8,10.63,1.90,26,25,2.87,0.61,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,007,60,*,4,10,11.18,1.88,18,20,3.33,0.78,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,008,23,0,0,*,9.06,2.33,5,10,2.56,0.70,3
02,Baja California,001,Ensenada,0001,Ensenada,0435,009,50,*,4,4,10.62,2,17,16,3.57,0.79,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,010,15,*,0,*,12.17,1.67,4,8,3,0.63,5
02,Baja California,001,Ensenada,0001,Ensenada,0435,011,53,*,3,8,9.42,2.45,14,18,3.31,0.84,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,012,53,*,0,8,9.76,2.13,18,20,2.94,0.74,11
02,Baja California,001,Ensenada,0001,Ensenada,0435,013,53,*,*,6,11.31,1.68,9,21,2.65,0.84,16
02,Baja California,001,Ensenada,0001,Ensenada,0435,014,26,0,*,3,11.88,2.45,7,11,2.89,0.76,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,015,62,*,4,8,11.49,2.04,14,21,3.44,0.84,13
02,Baja California,001,Ensenada,0001,Ensenada,0435,016,57,*,0,7,9.36,1.96,21,27,2.59,0.66,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,017,64,*,3,9,10.57,2.55,26,29,2.29,0.58,17
02,Baja California,001,Ensenada,0001,Ensenada,0435,018,38,4,*,4,10.13,1.89,11,26,2.24,0.67,10
02,Baja California,001,Ensenada,0001,Ensenada,0435,019,70,0,*,11,10.65,2.53,25,25,2.92,0.66,11
02,Baja California,001,Ensenada,0001,Ensenada,0435,020,34,*,0,6,9.65,1.80,12,21,2.13,0.57,6
02,Baja California,001,Ensenada,0001,Ensenada,0435,021,32,*,*,*,10.52,1.53,11,8,4.57,0.80,3
02,Baja California,001,Ensenada,0001,Ensenada,0435,024,26,0,0,6,12.23,2.25,8,8,3.25,0.68,4
02,Baja California,001,Ensenada,0001,Ensenada,0435,025,400,21,16,46,9.91,2.26,125,135,3.31,0.88,61
02,Baja California,001,Ensenada,0001,Ensenada,0435,026,134,5,4,15,9.85,2.12,62,49,2.85,0.89,17
02,Baja California,001,Ensenada,0001,Ensenada,0435,027,33,*,*,7,12.15,1.79,10,16,3,0.58,8
02,Baja California,001,Ensenada,0001,Ensenada,0435,028,70,3,*,11,10.66,2.35,19,25,3.33,0.78,10
02,Baja California,001,Ensenada,0001,Ensenada,0435,029,52,3,0,9,11.28,2.09,21,23,2.60,0.63,12
02,Baja California,001,Ensenada,0001,Ensenada,0435,030,23,*,*,4,7.69,2.63,15,10,2.56,0.85,*
02,Baja California,001,Ensenada,0001,Ensenada,0435,032,8,0,0,*,8,3.33,3,5,1.60,0.53,*
02,Baja California,001,Ensenada,0001,Ensenada,0435,034,21,0,0,*,10.67,1.92,6,8,3,0.62,6
02,Baja California,001,Ensenada,0001,Ensenada,0435,035,85,5,*,11,10.16,2,40,26,3.54,0.79,18
02,Baja California,001,Ensenada,0001,Ensenada,0435,036,67,3,*,7,8.82,2.52,23,29,2.68,0.71,4
02,Baja California,001,Ensenada,0001,Ensenada,0435,038,97,5,4,13,10.31,2.10,42,36,2.85,0.83,18
02,Baja California,001,Ensenada,0001,Ensenada,0435,040,93,*,*,8,10.46,1.69,42,35,3.10,0.88,15
02,Baja California,001,Ensenada,0001,Ensenada,0435,043,94,*,4,14,8.81,2.26,26,30,3.36,0.92,11
02,Baja California,001,Ensenada,0001,Ensenada,0435,044,79,3,*,5,9.18,2.60,23,30,3.04,0.90,9
02,Baja California,001,Ensenada,0001,Ensenada,0435,046,63,0,4,9,9.85,1.93,21,20,3.32,0.95,7
02,Baja California,001,Ensenada,0001,Ensenada,0435,050,29,*,*,*,10.30,1.55,4,9,3.22,0.78,5
02,Baja California,001,Ensenada,0001,Ensenada,0435,051,52,*,0,7,9.11,2.22,17,17,3.25,0.96,5
02,Baja California,001,Ensenada,0001,Ensenada,0435,052,83,5,*,9,10.60,2,23,27,3.46,0.87,16
