,index,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P_TOTAL,P_0A2,P_3A5,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT
2839,2950,Ensenada,1,Ensenada,7818,29,108.0,3.0,6.0,3.0,8.84,1.83,31.0,1.11,3.72,15.0,36.0
2840,2951,Ensenada,1,Ensenada,7818,30,76.0,3.0,7.0,4.0,9.58,1.79,28.0,0.82,3.04,14.0,23.0
2841,2952,Ensenada,1,Ensenada,7818,31,27.0,3.0,0.0,0.0,10.1,1.62,10.0,0.79,3.38,4.0,13.0
2842,2953,Ensenada,1,Ensenada,7818,32,55.0,0.0,0.0,0.0,7.4,2.52,17.0,1.02,3.67,3.0,23.0
2843,2954,Ensenada,1,Ensenada,7818,33,142.0,11.0,9.0,8.0,7.15,2.27,37.0,1.43,4.06,6.0,36.0
2844,2955,Ensenada,1,Ensenada,7818,34,30.0,11.0,5.0,8.0,10.0,2.09,7.0,1.2,6.0,4.0,6.0
2845,2956,Ensenada,1,Ensenada,7818,35,53.0,3.0,5.0,8.0,9.03,2.1,16.0,1.0,3.53,4.0,27.0
2846,2957,Ensenada,1,Ensenada,7818,36,78.0,3.0,4.0,8.0,10.11,1.7,30.0,0.9,3.12,8.0,36.0
2847,2958,Ensenada,1,Ensenada,7818,37,20.0,3.0,0.0,8.0,12.3,2.22,6.0,0.8,4.0,3.0,36.0
2848,2959,Ensenada,1,Ensenada,7818,40,43.0,3.0,0.0,0.0,7.33,2.38,14.0,0.98,3.07,4.0,19.0
2849,2960,Ensenada,1,Ensenada,7818,41,122.0,4.0,9.0,0.0,8.98,1.72,28.0,1.24,4.36,13.0,45.0
2850,2961,Ensenada,1,Ensenada,7818,42,15.0,4.0,9.0,0.0,9.6,2.14,3.0,1.07,5.0,13.0,5.0
2851,2962,Ensenada,1,Ensenada,7818,43,56.0,4.0,3.0,0.0,8.24,2.44,18.0,1.22,3.29,3.0,8.0
2852,2963,Ensenada,1,Ensenada,7818,44,7.0,0.0,0.0,0.0,7.8,2.0,3.0,1.0,2.33,0.0,6.0
2853,2964,Ensenada,1,Ensenada,7818,45,32.0,0.0,0.0,0.0,7.06,1.33,6.0,1.78,5.33,0.0,16.0
2854,2965,Ensenada,1,Ensenada,7818,46,92.0,6.0,5.0,3.0,8.33,2.19,27.0,1.1,3.83,3.0,27.0
2855,2967,Ensenada,1,Ensenada,7822,1,40.0,3.0,3.0,3.0,8.36,2.93,13.0,1.05,4.0,3.0,15.0
2856,2968,Ensenada,1,Ensenada,7822,2,32.0,0.0,3.0,5.0,6.42,3.38,13.0,0.84,2.91,3.0,12.0
2857,2969,Ensenada,1,Ensenada,7822,3,20.0,0.0,0.0,5.0,8.93,1.3,5.0,0.74,4.0,4.0,3.0
2858,2970,Ensenada,1,Ensenada,7822,4,22.0,0.0,0.0,0.0,8.93,3.5,10.0,0.92,3.14,6.0,7.0
2859,2971,Ensenada,1,Ensenada,7822,5,41.0,0.0,0.0,0.0,8.71,2.23,11.0,1.14,4.1,6.0,9.0
2860,2972,Ensenada,1,Ensenada,7822,6,89.0,0.0,5.0,7.0,8.75,1.5,29.0,0.9,3.42,9.0,37.0
2861,2973,Ensenada,1,Ensenada,7822,7,86.0,7.0,6.0,3.0,9.21,1.94,30.0,1.02,3.58,7.0,32.0
2862,2974,Ensenada,1,Ensenada,7822,10,33.0,7.0,6.0,4.0,8.92,2.69,8.0,0.97,4.13,5.0,12.0
2863,2975,Ensenada,1,Ensenada,7822,11,26.0,7.0,0.0,0.0,8.68,1.5,7.0,0.79,3.71,3.0,9.0
2864,2976,Ensenada,1,Ensenada,7822,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2865,2977,Ensenada,1,Ensenada,7822,13,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2866,2978,Ensenada,1,Ensenada,7822,14,22.0,0.0,3.0,0.0,7.18,2.2,11.0,2.2,4.4,0.0,11.0
2867,2979,Ensenada,1,Ensenada,7822,15,40.0,3.0,4.0,0.0,8.57,1.81,12.0,1.21,4.0,6.0,18.0
2868,2980,Ensenada,1,Ensenada,7822,16,127.0,3.0,7.0,7.0,8.84,2.13,47.0,0.93,3.43,14.0,54.0
2869,2981,Ensenada,1,Ensenada,7822,19,8.0,3.0,7.0,7.0,8.84,2.13,4.0,0.93,3.43,14.0,54.0
2870,2982,Ensenada,1,Ensenada,7822,20,58.0,3.0,4.0,0.0,6.95,1.88,14.0,1.49,4.46,3.0,15.0
2871,2983,Ensenada,1,Ensenada,7822,21,45.0,3.0,4.0,5.0,7.27,3.14,20.0,0.85,2.81,6.0,16.0
2872,2984,Ensenada,1,Ensenada,7822,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,2985,Ensenada,1,Ensenada,7822,23,36.0,0.0,0.0,3.0,8.87,1.95,14.0,0.9,3.0,4.0,7.0
2874,2986,Ensenada,1,Ensenada,7822,24,42.0,3.0,3.0,0.0,8.83,1.85,15.0,0.91,3.5,4.0,6.0
2875,2987,Ensenada,1,Ensenada,7822,25,58.0,6.0,4.0,4.0,7.61,2.71,17.0,1.49,3.87,5.0,14.0
2876,2988,Ensenada,1,Ensenada,7822,26,29.0,6.0,0.0,4.0,8.04,1.64,10.0,1.04,4.14,4.0,8.0
2877,2989,Ensenada,1,Ensenada,7822,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,2990,Ensenada,1,Ensenada,7822,28,47.0,4.0,0.0,4.0,9.25,2.44,15.0,0.94,3.62,4.0,11.0
2879,2991,Ensenada,1,Ensenada,7822,29,45.0,4.0,3.0,4.0,8.63,2.75,15.0,1.15,3.46,5.0,17.0
2880,2992,Ensenada,1,Ensenada,7822,30,74.0,7.0,4.0,3.0,7.14,2.19,24.0,1.03,3.22,5.0,15.0
2881,2993,Ensenada,1,Ensenada,7822,31,81.0,3.0,4.0,3.0,9.03,2.09,23.0,1.07,4.05,11.0,24.0
2882,2994,Ensenada,1,Ensenada,7822,34,103.0,7.0,7.0,3.0,10.18,2.21,30.0,1.04,3.96,10.0,42.0
2883,2995,Ensenada,1,Ensenada,7822,35,54.0,4.0,5.0,3.0,9.27,2.06,22.0,0.95,3.0,3.0,21.0
2884,2996,Ensenada,1,Ensenada,7822,36,49.0,7.0,5.0,3.0,6.53,2.35,10.0,1.96,4.9,0.0,21.0
2885,2997,Ensenada,1,Ensenada,7822,37,36.0,5.0,4.0,0.0,6.86,1.64,13.0,1.5,3.6,0.0,13.0
2886,2998,Ensenada,1,Ensenada,7822,38,44.0,0.0,4.0,0.0,6.62,1.82,14.0,1.24,4.1,4.0,24.0
2887,2999,Ensenada,1,Ensenada,7822,41,41.0,0.0,3.0,0.0,6.9,2.81,14.0,1.17,3.42,4.0,18.0
2888,3000,Ensenada,1,Ensenada,7822,42,5.0,0.0,3.0,0.0,6.9,2.81,5.0,1.17,3.42,4.0,18.0
2889,3001,Ensenada,1,Ensenada,7822,43,62.0,0.0,8.0,0.0,9.22,1.63,16.0,1.17,4.77,6.0,25.0
2890,3002,Ensenada,1,Ensenada,7822,44,19.0,0.0,8.0,0.0,9.27,1.11,7.0,1.0,3.8,6.0,5.0
2891,3003,Ensenada,1,Ensenada,7822,45,135.0,10.0,7.0,4.0,8.01,2.06,38.0,1.19,4.22,11.0,65.0
2892,3004,Ensenada,1,Ensenada,7822,48,40.0,10.0,7.0,0.0,9.13,1.4,12.0,1.11,3.33,4.0,14.0
2893,3005,Ensenada,1,Ensenada,7822,49,55.0,10.0,3.0,0.0,8.03,1.86,23.0,0.82,3.24,7.0,25.0
2894,3006,Ensenada,1,Ensenada,7822,50,95.0,6.0,6.0,0.0,8.97,1.97,21.0,1.44,4.84,10.0,40.0
2895,3007,Ensenada,1,Ensenada,7822,51,26.0,6.0,6.0,0.0,7.88,3.25,9.0,1.37,3.25,10.0,9.0
2896,3008,Ensenada,1,Ensenada,7822,52,126.0,7.0,13.0,0.0,8.57,1.69,34.0,1.5,4.1,8.0,54.0
2897,3009,Ensenada,1,Ensenada,7822,53,72.0,4.0,6.0,0.0,8.88,2.2,28.0,1.09,3.6,8.0,21.0
2898,3010,Ensenada,1,Ensenada,7822,55,54.0,4.0,5.0,0.0,8.4,1.84,26.0,1.42,3.18,0.0,10.0
2899,3011,Ensenada,1,Ensenada,7822,56,11.0,0.0,0.0,0.0,8.33,2.2,5.0,1.1,2.75,0.0,4.0
2900,3012,Ensenada,1,Ensenada,7822,57,86.0,7.0,6.0,0.0,7.67,2.68,29.0,1.46,3.91,5.0,32.0
2901,3013,Ensenada,1,Ensenada,7822,58,30.0,3.0,6.0,0.0,7.06,3.43,10.0,1.11,4.29,0.0,8.0
2902,3014,Ensenada,1,Ensenada,7822,59,86.0,4.0,8.0,5.0,8.36,2.2,26.0,1.08,3.58,4.0,43.0
2903,3015,Ensenada,1,Ensenada,7822,60,24.0,0.0,3.0,5.0,9.47,1.9,8.0,0.8,3.43,4.0,8.0
2904,3017,Ensenada,1,Ensenada,7837,1,32.0,0.0,3.0,8.0,9.18,1.73,16.0,0.7,2.91,4.0,14.0
2905,3018,Ensenada,1,Ensenada,7837,2,82.0,6.0,3.0,8.0,9.89,2.24,38.0,0.94,3.28,8.0,34.0
2906,3019,Ensenada,1,Ensenada,7837,3,27.0,3.0,3.0,4.0,11.7,2.08,13.0,0.79,3.86,4.0,8.0
2907,3020,Ensenada,1,Ensenada,7837,4,160.0,3.0,4.0,16.0,10.4,2.16,64.0,0.77,2.66,26.0,45.0
2908,3021,Ensenada,1,Ensenada,7837,5,138.0,10.0,4.0,13.0,11.15,2.1,74.0,0.73,2.35,25.0,47.0
2909,3022,Ensenada,1,Ensenada,7837,6,56.0,10.0,0.0,4.0,9.84,1.8,19.0,1.06,3.11,6.0,14.0
2910,3023,Ensenada,1,Ensenada,7837,7,55.0,0.0,0.0,7.0,10.28,1.88,28.0,0.74,2.62,11.0,17.0
2911,3024,Ensenada,1,Ensenada,7837,8,42.0,0.0,3.0,7.0,10.57,1.63,20.0,0.75,2.79,8.0,4.0
2912,3025,Ensenada,1,Ensenada,7837,9,41.0,0.0,3.0,7.0,11.32,2.64,22.0,0.69,2.56,7.0,9.0
2913,3026,Ensenada,1,Ensenada,7837,10,28.0,0.0,3.0,6.0,10.48,1.92,11.0,0.67,3.11,7.0,6.0
2914,3027,Ensenada,1,Ensenada,7837,11,41.0,0.0,3.0,9.0,8.79,3.1,28.0,0.77,1.64,5.0,25.0
2915,3028,Ensenada,1,Ensenada,7837,12,86.0,0.0,3.0,8.0,9.2,2.63,30.0,1.01,3.44,12.0,30.0
2916,3029,Ensenada,1,Ensenada,7837,13,32.0,0.0,3.0,8.0,12.29,1.31,12.0,0.76,4.0,5.0,6.0
2917,3030,Ensenada,1,Ensenada,7837,14,52.0,5.0,3.0,6.0,9.22,2.58,16.0,0.85,3.47,7.0,15.0
2918,3031,Ensenada,1,Ensenada,7837,15,99.0,5.0,3.0,15.0,12.6,1.44,46.0,0.7,2.75,25.0,36.0
2919,3032,Ensenada,1,Ensenada,7837,16,75.0,5.0,5.0,13.0,9.87,2.13,33.0,0.82,2.77,8.0,23.0
2920,3033,Ensenada,1,Ensenada,7837,17,48.0,0.0,5.0,10.0,9.79,2.24,20.0,0.84,2.82,5.0,22.0
2921,3034,Ensenada,1,Ensenada,7837,18,28.0,0.0,3.0,5.0,9.39,2.58,22.0,0.82,2.55,5.0,12.0
2922,3035,Ensenada,1,Ensenada,7837,19,29.0,0.0,0.0,3.0,10.31,1.38,12.0,0.88,3.22,5.0,8.0
2923,3036,Ensenada,1,Ensenada,7837,20,36.0,0.0,0.0,3.0,10.43,2.0,14.0,0.77,3.0,8.0,11.0
2924,3037,Ensenada,1,Ensenada,7837,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,3038,Ensenada,1,Ensenada,7837,22,50.0,0.0,0.0,3.0,8.78,2.2,42.0,0.94,2.63,8.0,14.0
2926,3039,Ensenada,1,Ensenada,7837,23,24.0,3.0,0.0,9.0,8.4,3.15,21.0,0.69,2.18,5.0,13.0
2927,3040,Ensenada,1,Ensenada,7837,24,21.0,3.0,0.0,9.0,12.94,2.1,10.0,0.72,3.0,5.0,6.0
2928,3041,Ensenada,1,Ensenada,7837,25,140.0,3.0,6.0,12.0,11.19,1.95,65.0,0.83,3.04,27.0,46.0
2929,3042,Ensenada,1,Ensenada,7837,26,43.0,0.0,0.0,7.0,13.69,1.61,22.0,0.58,2.05,16.0,15.0
2930,3043,Ensenada,1,Ensenada,7837,27,28.0,0.0,0.0,0.0,12.04,1.27,10.0,1.0,4.0,7.0,7.0
2931,3044,Ensenada,1,Ensenada,7837,28,26.0,0.0,0.0,5.0,11.1,2.86,9.0,0.53,2.88,3.0,7.0
2932,3045,Ensenada,1,Ensenada,7837,29,36.0,0.0,0.0,3.0,12.25,2.27,13.0,0.63,3.27,7.0,7.0
2933,3046,Ensenada,1,Ensenada,7837,30,19.0,0.0,0.0,5.0,7.77,2.4,8.0,0.7,2.38,7.0,9.0
2934,3047,Ensenada,1,Ensenada,7837,31,38.0,0.0,0.0,5.0,9.35,2.26,20.0,0.84,2.92,7.0,13.0
2935,3048,Ensenada,1,Ensenada,7837,32,68.0,0.0,0.0,7.0,11.98,1.88,24.0,0.88,3.78,12.0,13.0
2936,3049,Ensenada,1,Ensenada,7837,33,6.0,0.0,0.0,7.0,11.98,1.88,2.0,0.88,3.78,12.0,13.0
2937,3050,Ensenada,1,Ensenada,7837,34,30.0,0.0,0.0,4.0,11.77,2.0,9.0,0.88,4.29,5.0,8.0
2938,3052,Ensenada,1,Ensenada,7841,1,33.0,0.0,0.0,7.0,9.63,2.22,14.0,0.63,2.75,6.0,14.0
2939,3053,Ensenada,1,Ensenada,7841,2,150.0,7.0,7.0,22.0,8.63,2.23,53.0,0.7,2.94,20.0,47.0
2940,3054,Ensenada,1,Ensenada,7841,3,52.0,0.0,7.0,7.0,9.11,1.62,29.0,0.63,2.17,14.0,26.0
2941,3055,Ensenada,1,Ensenada,7841,4,60.0,4.0,3.0,8.0,10.71,2.12,21.0,0.79,3.0,9.0,27.0
2942,3056,Ensenada,1,Ensenada,7841,5,28.0,0.0,0.0,5.0,12.3,2.25,11.0,0.56,3.11,7.0,8.0
2943,3057,Ensenada,1,Ensenada,7841,6,52.0,0.0,5.0,7.0,9.69,2.14,23.0,0.67,2.89,8.0,18.0
2944,3058,Ensenada,1,Ensenada,7841,7,40.0,0.0,4.0,4.0,13.75,2.64,17.0,0.77,3.64,6.0,16.0
2945,3059,Ensenada,1,Ensenada,7841,8,35.0,0.0,0.0,10.0,7.68,2.07,14.0,0.61,2.69,6.0,16.0
2946,3060,Ensenada,1,Ensenada,7841,9,102.0,7.0,3.0,15.0,9.28,2.27,54.0,0.65,2.43,12.0,35.0
2947,3061,Ensenada,1,Ensenada,7841,10,46.0,3.0,4.0,3.0,9.5,2.5,17.0,0.72,3.29,9.0,13.0
2948,3062,Ensenada,1,Ensenada,7841,11,43.0,3.0,4.0,7.0,8.0,2.09,14.0,0.77,3.07,5.0,15.0
2949,3063,Ensenada,1,Ensenada,7841,12,54.0,0.0,5.0,5.0,8.47,3.33,15.0,0.84,3.6,6.0,12.0
2950,3064,Ensenada,1,Ensenada,7841,13,48.0,0.0,5.0,5.0,10.71,2.09,19.0,0.67,2.65,7.0,22.0
2951,3065,Ensenada,1,Ensenada,7841,14,39.0,3.0,5.0,5.0,10.39,2.29,12.0,0.76,3.55,3.0,5.0
2952,3066,Ensenada,1,Ensenada,7841,15,49.0,3.0,5.0,8.0,9.26,2.43,19.0,0.66,3.07,8.0,12.0
2953,3067,Ensenada,1,Ensenada,7841,16,46.0,3.0,0.0,5.0,10.39,1.68,17.0,0.73,2.88,9.0,12.0
2954,3068,Ensenada,1,Ensenada,7841,17,100.0,3.0,3.0,14.0,9.52,1.91,45.0,0.65,2.94,17.0,19.0
2955,3069,Ensenada,1,Ensenada,7841,18,27.0,3.0,3.0,5.0,9.9,1.77,19.0,0.5,2.08,5.0,9.0
2956,3070,Ensenada,1,Ensenada,7841,19,46.0,3.0,3.0,5.0,10.23,2.13,22.0,0.78,2.71,7.0,16.0
2957,3071,Ensenada,1,Ensenada,7841,20,28.0,3.0,3.0,8.0,8.0,4.69,13.0,0.74,2.8,7.0,10.0
2958,3072,Ensenada,1,Ensenada,7841,21,15.0,0.0,3.0,3.0,11.5,1.25,4.0,0.54,3.75,3.0,9.0
2959,3073,Ensenada,1,Ensenada,7841,22,72.0,4.0,3.0,6.0,9.0,1.9,31.0,0.92,3.0,8.0,24.0
2960,3074,Ensenada,1,Ensenada,7841,23,26.0,0.0,0.0,6.0,9.21,3.45,12.0,0.74,3.71,3.0,7.0
2961,3075,Ensenada,1,Ensenada,7841,24,29.0,0.0,0.0,5.0,10.96,3.33,10.0,0.73,3.63,5.0,10.0
2962,3076,Ensenada,1,Ensenada,7841,25,57.0,0.0,0.0,8.0,9.29,3.42,20.0,0.76,3.56,8.0,17.0
2963,3077,Ensenada,1,Ensenada,7841,26,50.0,0.0,0.0,6.0,8.67,1.77,19.0,0.81,2.76,10.0,12.0
2964,3078,Ensenada,1,Ensenada,7841,27,146.0,5.0,4.0,12.0,8.66,1.89,81.0,0.74,2.98,19.0,36.0
2965,3079,Ensenada,1,Ensenada,7841,28,48.0,5.0,4.0,17.0,7.11,4.2,19.0,0.7,2.65,5.0,33.0
2966,3080,Ensenada,1,Ensenada,7841,29,21.0,0.0,0.0,4.0,10.1,3.56,11.0,0.6,3.0,3.0,9.0
2967,3081,Ensenada,1,Ensenada,7841,30,110.0,8.0,0.0,16.0,9.46,2.47,51.0,0.68,2.68,15.0,36.0
2968,3083,Ensenada,1,Ensenada,7856,1,52.0,8.0,0.0,18.0,13.03,1.96,24.0,0.5,2.89,10.0,14.0
2969,3084,Ensenada,1,Ensenada,7856,2,123.0,7.0,0.0,15.0,12.64,1.71,44.0,0.58,3.15,29.0,40.0
2970,3085,Ensenada,1,Ensenada,7856,3,69.0,7.0,3.0,13.0,13.37,2.1,29.0,0.44,2.87,16.0,30.0
2971,3086,Ensenada,1,Ensenada,7856,4,87.0,7.0,3.0,16.0,13.77,2.0,31.0,0.61,3.35,18.0,39.0
2972,3087,Ensenada,1,Ensenada,7856,5,69.0,7.0,3.0,19.0,12.51,2.59,29.0,0.48,2.76,20.0,22.0
2973,3088,Ensenada,1,Ensenada,7856,6,68.0,7.0,3.0,12.0,12.27,1.97,29.0,0.57,3.09,17.0,22.0
2974,3089,Ensenada,1,Ensenada,7856,7,27.0,7.0,0.0,8.0,11.8,2.64,10.0,0.56,2.7,8.0,8.0
2975,3090,Ensenada,1,Ensenada,7856,8,95.0,11.0,10.0,15.0,11.78,2.13,28.0,0.5,2.83,15.0,29.0
2976,3091,Ensenada,1,Ensenada,7856,9,58.0,11.0,3.0,11.0,11.34,2.3,24.0,0.6,3.22,16.0,14.0
2977,3092,Ensenada,1,Ensenada,7856,10,65.0,0.0,3.0,17.0,12.9,2.47,33.0,0.39,2.03,18.0,22.0
2978,3093,Ensenada,1,Ensenada,7856,11,18.0,0.0,0.0,5.0,9.5,2.63,12.0,0.47,2.57,18.0,5.0
2979,3094,Ensenada,1,Ensenada,7856,12,49.0,0.0,0.0,6.0,13.35,1.41,20.0,0.56,3.27,12.0,22.0
2980,3095,Ensenada,1,Ensenada,7856,13,26.0,0.0,0.0,5.0,11.52,1.86,11.0,0.7,2.6,7.0,7.0
2981,3096,Ensenada,1,Ensenada,7856,14,26.0,0.0,0.0,4.0,14.35,2.8,10.0,0.67,3.25,7.0,16.0
2982,3097,Ensenada,1,Ensenada,7856,15,73.0,0.0,0.0,15.0,11.97,2.63,27.0,0.52,2.92,20.0,24.0
2983,3098,Ensenada,1,Ensenada,7856,16,44.0,0.0,0.0,8.0,13.29,2.63,19.0,0.45,2.59,16.0,8.0
2984,3099,Ensenada,1,Ensenada,7856,17,55.0,0.0,0.0,13.0,13.19,1.83,22.0,0.46,2.62,16.0,21.0
2985,3100,Ensenada,1,Ensenada,7856,18,24.0,0.0,0.0,4.0,11.53,3.0,12.0,0.55,2.1,5.0,6.0
2986,3101,Ensenada,1,Ensenada,7856,19,18.0,0.0,0.0,5.0,12.88,3.11,8.0,0.35,2.25,6.0,12.0
2987,3102,Ensenada,1,Ensenada,7856,20,63.0,0.0,0.0,9.0,12.71,1.75,31.0,0.58,2.86,18.0,27.0
2988,3103,Ensenada,1,Ensenada,7856,21,48.0,0.0,0.0,16.0,13.1,1.95,27.0,0.41,2.14,14.0,21.0
2989,3104,Ensenada,1,Ensenada,7856,22,63.0,0.0,0.0,17.0,12.45,1.71,24.0,0.55,3.15,14.0,28.0
2990,3105,Ensenada,1,Ensenada,7856,23,42.0,0.0,0.0,6.0,11.25,2.53,12.0,0.58,3.5,8.0,12.0
2991,3106,Ensenada,1,Ensenada,7856,24,24.0,0.0,0.0,5.0,15.64,2.31,9.0,0.48,3.0,8.0,9.0
2992,3107,Ensenada,1,Ensenada,7856,25,10.0,0.0,0.0,5.0,8.43,1.8,4.0,1.0,3.33,8.0,5.0
2993,3108,Ensenada,1,Ensenada,7856,26,28.0,0.0,0.0,5.0,12.64,1.71,13.0,0.71,3.13,6.0,13.0
2994,3109,Ensenada,1,Ensenada,7856,27,16.0,0.0,0.0,5.0,13.85,2.33,6.0,0.52,2.67,5.0,6.0
2995,3110,Ensenada,1,Ensenada,7856,28,14.0,0.0,0.0,3.0,9.3,2.83,6.0,0.74,2.8,5.0,3.0
2996,3111,Ensenada,1,Ensenada,7856,29,7.0,0.0,0.0,5.0,7.71,2.25,7.0,0.28,1.4,0.0,5.0
2997,3112,Ensenada,1,Ensenada,7856,30,24.0,0.0,0.0,3.0,13.06,2.56,9.0,0.55,3.0,6.0,7.0
2998,3113,Ensenada,1,Ensenada,7856,31,16.0,0.0,0.0,3.0,12.31,2.14,6.0,0.53,2.67,4.0,9.0
2999,3114,Ensenada,1,Ensenada,7856,32,8.0,0.0,0.0,3.0,10.57,3.0,4.0,0.38,2.0,4.0,5.0
3000,3115,Ensenada,1,Ensenada,7856,33,31.0,0.0,3.0,3.0,12.06,3.0,9.0,0.76,3.44,4.0,10.0
3001,3116,Ensenada,1,Ensenada,7856,34,30.0,0.0,3.0,5.0,12.25,2.46,13.0,0.73,3.33,6.0,7.0
3002,3117,Ensenada,1,Ensenada,7856,35,27.0,0.0,0.0,5.0,11.06,3.36,10.0,0.6,3.0,5.0,8.0
3003,3118,Ensenada,1,Ensenada,7856,36,15.0,0.0,0.0,0.0,14.5,1.86,4.0,0.65,3.75,4.0,7.0
3004,3119,Ensenada,1,Ensenada,7856,37,15.0,0.0,0.0,3.0,10.91,2.88,9.0,0.5,2.5,4.0,6.0
3005,3120,Ensenada,1,Ensenada,7856,38,23.0,0.0,0.0,3.0,10.41,1.33,10.0,0.62,3.29,5.0,8.0
3006,3121,Ensenada,1,Ensenada,7856,39,25.0,0.0,0.0,4.0,9.95,2.0,10.0,0.55,2.75,4.0,11.0
3007,3122,Ensenada,1,Ensenada,7856,40,46.0,0.0,4.0,4.0,11.9,2.67,14.0,0.71,3.83,11.0,10.0
3008,3123,Ensenada,1,Ensenada,7856,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3009,3125,Ensenada,1,Ensenada,7860,1,53.0,0.0,0.0,14.0,12.42,2.44,21.0,0.52,2.94,10.0,22.0
3010,3126,Ensenada,1,Ensenada,7860,2,65.0,0.0,0.0,12.0,11.57,2.45,24.0,0.53,2.95,15.0,32.0
3011,3127,Ensenada,1,Ensenada,7860,3,77.0,3.0,0.0,19.0,10.94,2.31,34.0,0.57,2.57,17.0,41.0
3012,3128,Ensenada,1,Ensenada,7860,4,62.0,3.0,3.0,10.0,12.02,2.79,26.0,0.57,2.82,13.0,23.0
3013,3129,Ensenada,1,Ensenada,7860,5,13.0,0.0,3.0,10.0,12.9,1.33,8.0,0.37,2.17,5.0,5.0
3014,3130,Ensenada,1,Ensenada,7860,6,26.0,0.0,0.0,4.0,12.33,1.5,8.0,0.65,3.25,7.0,7.0
3015,3131,Ensenada,1,Ensenada,7860,7,21.0,0.0,0.0,4.0,12.07,3.43,9.0,0.51,2.63,3.0,7.0
3016,3132,Ensenada,1,Ensenada,7860,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3017,3133,Ensenada,1,Ensenada,7860,9,31.0,0.0,0.0,5.0,13.0,3.62,14.0,0.53,2.82,7.0,13.0
3018,3134,Ensenada,1,Ensenada,7860,10,44.0,0.0,0.0,9.0,11.81,2.4,13.0,0.62,3.38,8.0,21.0
3019,3135,Ensenada,1,Ensenada,7860,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3020,3136,Ensenada,1,Ensenada,7860,12,90.0,0.0,5.0,11.0,12.68,1.85,35.0,0.63,3.21,18.0,24.0
3021,3137,Ensenada,1,Ensenada,7860,13,88.0,0.0,5.0,20.0,12.7,1.7,37.0,0.62,2.67,21.0,34.0
3022,3138,Ensenada,1,Ensenada,7860,14,27.0,0.0,0.0,5.0,10.67,2.8,8.0,0.57,3.38,4.0,5.0
3023,3139,Ensenada,1,Ensenada,7860,15,14.0,0.0,0.0,6.0,10.0,4.29,9.0,0.33,1.75,3.0,4.0
3024,3140,Ensenada,1,Ensenada,7860,16,11.0,0.0,0.0,6.0,14.5,1.0,8.0,0.44,2.75,3.0,3.0
3025,3141,Ensenada,1,Ensenada,7860,17,20.0,0.0,0.0,6.0,10.93,2.56,5.0,0.71,4.0,3.0,6.0
3026,3142,Ensenada,1,Ensenada,7860,18,2.0,0.0,0.0,6.0,10.93,2.56,1.0,0.71,4.0,3.0,6.0
3027,3143,Ensenada,1,Ensenada,7860,19,34.0,0.0,0.0,7.0,12.87,2.06,13.0,0.46,2.62,10.0,18.0
3028,3144,Ensenada,1,Ensenada,7860,20,82.0,0.0,0.0,11.0,12.86,1.6,37.0,0.49,2.65,25.0,26.0
3029,3145,Ensenada,1,Ensenada,7860,21,112.0,9.0,3.0,20.0,11.47,1.9,47.0,0.61,2.95,20.0,39.0
3030,3146,Ensenada,1,Ensenada,7860,22,4.0,9.0,3.0,20.0,11.47,1.9,4.0,0.61,2.95,20.0,39.0
3031,3147,Ensenada,1,Ensenada,7860,23,22.0,9.0,3.0,4.0,12.65,2.0,7.0,0.55,3.14,5.0,5.0
3032,3148,Ensenada,1,Ensenada,7860,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,3149,Ensenada,1,Ensenada,7860,25,17.0,0.0,0.0,0.0,13.54,1.22,4.0,0.74,4.25,4.0,7.0
3034,3150,Ensenada,1,Ensenada,7860,26,89.0,0.0,0.0,8.0,11.57,1.76,48.0,0.67,2.26,13.0,37.0
3035,3151,Ensenada,1,Ensenada,7860,27,103.0,4.0,0.0,15.0,12.65,2.38,36.0,0.54,2.94,24.0,35.0
3036,3152,Ensenada,1,Ensenada,7860,28,23.0,0.0,0.0,5.0,11.88,2.1,10.0,0.43,2.86,5.0,10.0
3037,3153,Ensenada,1,Ensenada,7860,29,18.0,0.0,0.0,3.0,12.53,2.09,6.0,0.55,3.0,6.0,12.0
3038,3154,Ensenada,1,Ensenada,7860,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,3155,Ensenada,1,Ensenada,7860,31,20.0,0.0,0.0,3.0,14.38,1.82,7.0,0.53,3.33,6.0,11.0
